beneficiary_id,receiver_account,receiver_name,bank_name,country,risk_rating,fraud_link_count,sanction_match_flag,created_at
BENE_00851,GB87MVOV70479809836892,Emily Lee,Barrett PLC Bank,Ethiopia,Low,0,False,2024-07-19 12:04:50.785021
BENE_00852,GB10MIOJ58033557373274,Jessica Smith,Hill-Carson Bank,Latvia,High,0,False,2024-01-22 12:04:50.785021
BENE_00853,GB56TIJN78950028803345,Thomas Clark,Wise-Rodriguez Bank,Azerbaijan,Medium,0,False,2025-11-06 12:04:50.785021
BENE_00854,GB61VOGN01358363060415,Christopher Malone,Marsh and Sons Bank,Japan,Medium,0,False,2024-09-05 12:04:50.785021
BENE_00855,GB69AKMV91191360812627,Tracey Young,Welch Inc Bank,Uruguay,Medium,1,False,2024-02-22 12:04:50.786020
BENE_00856,GB40HQVF25305552840584,Jason Crane,Mitchell and Sons Bank,Lao People's Democratic Republic,Low,0,False,2025-03-18 12:04:50.786020
BENE_00857,GB48NAHZ64811180305802,David Jones,Lawrence Ltd Bank,Oman,Medium,0,False,2025-09-20 12:04:50.786020
BENE_00858,GB42GKYN82559189853992,Christine Higgins,Robinson Group Bank,Andorra,High,0,False,2023-11-19 12:04:50.786020
BENE_00859,GB65GVOK13721013953848,Tony Cline,Evans-Jackson Bank,Eritrea,Medium,1,False,2025-01-06 12:04:50.786020
BENE_00860,GB46TCYG48250406584436,Marcus Fernandez,Williams PLC Bank,Christmas Island,Low,0,False,2026-01-12 12:04:50.787025
BENE_00861,GB18HGWZ31002578174249,David Wade,Lewis-Lee Bank,Liberia,High,1,False,2025-04-25 12:04:50.787025
BENE_00862,GB61EFGI99367285869572,Corey Evans,Jackson-Floyd Bank,Guam,Medium,0,False,2024-04-15 12:04:50.787025
BENE_00863,GB73TEIQ18211031597088,Miss Nicole Sharp,Williams Group Bank,Iceland,High,0,False,2024-11-18 12:04:50.787025
BENE_00864,GB58XNHC25908281085636,Carol Medina,Young-Smith Bank,Portugal,High,0,False,2025-09-16 12:04:50.788025
BENE_00865,GB11OHJT21112027150743,Miranda Moreno,Meyer and Sons Bank,China,Low,0,False,2024-10-02 12:04:50.788025
BENE_00866,GB90FOEX47395231676126,Justin Johnson,"Villarreal, Summers and Sandoval Bank",Korea,Low,0,False,2024-07-20 12:04:50.788025
BENE_00867,GB46MVUX63375212432491,Ayala-Mullins,"Osborn, Barber and Durham Bank",Bouvet Island (Bouvetoya),Critical,7,True,2025-02-09 12:04:50.788025
BENE_00868,GB64ORBR62387850478078,Sydney Turner,Williams Group Bank,Montenegro,Medium,1,False,2026-02-22 12:04:50.788025
BENE_00869,GB43JCNU60908839411981,James Bradley,Owen-Hernandez Bank,Mauritania,High,0,False,2023-10-01 12:04:50.788025
BENE_00870,GB47SDIT14370408426780,Amanda Nelson,Nunez-Brown Bank,Dominican Republic,High,0,False,2025-07-25 12:04:50.789532
BENE_00871,GB26UMCU93973144736096,Amanda Barber,Lopez-Medina Bank,Nigeria,High,1,False,2026-01-30 12:04:50.789532
BENE_00872,GB76BRZB76536448163935,Kathy Deleon,"Rhodes, Clark and Finley Bank",Oman,High,1,False,2024-11-23 12:04:50.789532
BENE_00873,GB20FWCX14799723375754,Michelle Peterson,Foley PLC Bank,Bosnia and Herzegovina,Medium,1,False,2026-01-23 12:04:50.790541
BENE_00874,GB43UWQU86831983335929,Hannah Hicks,"Mendoza, Robinson and Webb Bank",Pakistan,Low,1,False,2025-10-09 12:04:50.790541
BENE_00875,GB06SYVA38660495428640,Michael Pena,Gillespie-Jones Bank,Jordan,High,1,False,2024-07-10 12:04:50.790541
BENE_00876,GB91RIRT87946095673727,Mary Johnson,"Murphy, Diaz and Wilson Bank",Dominican Republic,High,0,False,2024-04-18 12:04:50.790541
BENE_00877,GB15HAUR31640940874814,Dominic Byrd,"Jones, Hancock and Flores Bank",Tonga,Low,1,False,2024-01-18 12:04:50.791540
BENE_00878,GB69JDUL11437945733201,Todd Phillips,Mcbride LLC Bank,Hungary,Medium,0,False,2025-10-23 12:04:50.791540
BENE_00879,GB71MLPV87233598764307,John Alvarez,Perry Inc Bank,Bangladesh,High,0,False,2025-08-26 12:04:50.791540
BENE_00880,GB59CXIN57549218265539,Alejandra Ford,"Gibson, Blair and Roberts Bank",United States of America,Low,1,False,2024-08-30 12:04:50.792539
BENE_00881,GB59WFCG17530161235107,Anna Michael,Maddox-Tran Bank,Somalia,Low,0,False,2025-08-11 12:04:50.792539
BENE_00882,GB02URQW61283989185812,David Campos,Kelley-Saunders Bank,Suriname,Low,0,False,2026-01-11 12:04:50.792539
BENE_00883,GB16BLWX03599650850584,Diane Carey,Hopkins-Vincent Bank,Congo,Low,0,False,2025-06-20 12:04:50.792539
BENE_00884,GB60YQVC17807471646666,Emily George,"Walker, Mcclure and Contreras Bank",Turkey,Low,1,False,2023-11-23 12:04:50.792539
BENE_00885,GB71CFLI56938854570142,Joseph Hansen,"Bailey, May and Yu Bank",Central African Republic,Low,1,False,2024-08-03 12:04:50.792539
BENE_00886,GB35ZVHU01355559757886,Marcus Mayer,"Delacruz, Phillips and Gibson Bank",South Africa,Medium,0,False,2024-04-08 12:04:50.794043
BENE_00887,GB90AMME15692215457848,Leon Cunningham,Johnson-Bond Bank,Taiwan,High,0,False,2024-05-04 12:04:50.794043
BENE_00888,GB49SWAW16852991942278,Samantha Smith,Fields-Hernandez Bank,Cambodia,Medium,1,False,2024-09-01 12:04:50.794043
BENE_00889,GB70KHCI61810777783426,Brett Harris,"Smith, Burton and Ross Bank",Liechtenstein,Medium,0,False,2024-06-30 12:04:50.795048
BENE_00890,GB37XNHO66735639516626,Austin Schaefer,"Bolton, Anderson and Allen Bank",Dominica,Low,0,False,2025-06-30 12:04:50.795048
BENE_00891,GB16WNWJ60333871545165,Erica Martinez,Hayes Group Bank,Anguilla,Low,0,False,2023-12-22 12:04:50.795048
BENE_00892,GB83EHGP47525628596343,Ariana Barnes,"Thompson, Camacho and Moore Bank",United States of America,Medium,0,False,2024-09-08 12:04:50.795048
BENE_00893,GB82OEEL69923894287785,Gregory Burton,"Mata, Smith and Thomas Bank",Turkmenistan,Medium,0,False,2024-09-07 12:04:50.796053
BENE_00894,GB20FMFA67710201193491,James Brown,Bush-Smith Bank,Netherlands Antilles,Medium,0,False,2025-11-16 12:04:50.796053
BENE_00895,GB46SQKC75263876073706,Michael Willis,"Conway, Anderson and Roy Bank",Brunei Darussalam,Low,0,False,2025-09-16 12:04:50.796053
BENE_00896,GB27NXCE99910880698640,Jeremy Brown,Cantu Ltd Bank,Mauritania,Medium,0,False,2024-09-09 12:04:50.797058
BENE_00897,GB63BPGA19989611256586,Brandon Carter,Evans-Garcia Bank,Benin,Medium,0,False,2024-12-06 12:04:50.797058
BENE_00898,GB17UKFN68050657071261,Daniel Larsen,Jackson PLC Bank,Sri Lanka,Medium,0,False,2025-02-25 12:04:50.797058
BENE_00899,GB62AKLZ77950172390702,Heather Calderon,Erickson-Phillips Bank,Papua New Guinea,Low,1,False,2024-08-12 12:04:50.797058
BENE_00900,GB13CNIE41621928595146,Donald Wilson,"Hawkins, Allen and Johnson Bank",Moldova,High,1,False,2024-08-25 12:04:50.798058
BENE_00901,GB53BGYF24677881519117,Brian Herrera,"Smith, Mahoney and Adams Bank",Denmark,Low,0,False,2025-07-14 12:04:50.798058
BENE_00902,GB55EUJQ34610434419678,Jason Hunter,Perez Group Bank,Belarus,Low,0,False,2025-10-31 12:04:50.798058
BENE_00903,GB12ZZYY98652510403068,Angela Pearson,Hunter and Sons Bank,Palau,Low,1,False,2026-01-29 12:04:50.798058
BENE_00904,GB56JUDO18546439438522,Joseph Gardner,"Smith, Ruiz and Day Bank",French Southern Territories,Low,0,False,2024-08-09 12:04:50.798058
BENE_00905,GB10JRRB16598437706223,Brian Harvey,Estrada Inc Bank,Zimbabwe,High,0,False,2024-07-07 12:04:50.798058
BENE_00906,GB45DXUC12887347106459,David Williams,Green Ltd Bank,Monaco,Low,1,False,2024-08-03 12:04:50.799562
BENE_00907,GB47BSZM53633422830184,Anthony Hudson,"Barker, Johnson and Tucker Bank",Japan,High,0,False,2024-09-20 12:04:50.799562
BENE_00908,GB51QXTM91484454027407,Anthony Moran,"Moreno, Johnson and Glover Bank",Georgia,Low,0,False,2023-12-06 12:04:50.800575
BENE_00909,GB39ECBH97107556333871,Carla Salinas,"Williams, Watson and Briggs Bank",Nigeria,Medium,0,False,2023-12-10 12:04:50.803080
BENE_00910,GB58WIQX20208307743181,Robert Ray,Diaz-Osborne Bank,Libyan Arab Jamahiriya,Low,1,False,2024-04-22 12:04:50.804122
BENE_00911,GB44GTZT17537763142875,Roger Payne,"Gray, Weaver and Smith Bank",Mauritius,Medium,0,False,2025-11-08 12:04:50.804122
BENE_00912,GB74DHGX41024955651607,Catherine Jones,"Chung, White and Davis Bank",Cape Verde,Low,0,False,2024-01-17 12:04:50.805668
BENE_00913,GB54OIEG90441230785318,Mark Foster,Robinson-Soto Bank,Kazakhstan,Low,1,False,2026-03-01 12:04:50.805668
BENE_00914,GB67KNVA99646549627318,Kayla Leon,Acevedo-Harrington Bank,Burundi,Critical,3,True,2024-09-12 12:04:50.806177
BENE_00915,GB48PATO44662695154581,Christopher Haley,Richmond Ltd Bank,Congo,Medium,0,False,2025-10-03 12:04:50.806177
BENE_00916,GB34GRVL62150573380715,David Hansen,"Brooks, Pratt and Sanchez Bank",Jamaica,Low,0,False,2024-02-16 12:04:50.806738
BENE_00917,GB73UCZL99589574801036,Timothy Campbell,Garcia and Sons Bank,Denmark,Low,0,False,2024-02-24 12:04:50.807263
BENE_00918,GB17WXQH57649311042145,Alexander Stevens,"Baird, Weber and Meyer Bank",Guinea-Bissau,Medium,0,False,2025-02-23 12:04:50.807263
BENE_00919,GB65GWXT71267881652473,Peggy Torres,Meyer-Lee Bank,New Zealand,Low,1,False,2025-05-27 12:04:50.807784
BENE_00920,GB08IJQO71022818342133,John Davenport,"Espinoza, Parks and Allen Bank",Qatar,Low,0,False,2026-01-08 12:04:50.807784
BENE_00921,GB05VHYF30720218107189,Joshua Schneider,"King, Mitchell and Sandoval Bank",Western Sahara,Medium,1,False,2025-01-04 12:04:50.807784
BENE_00922,GB70YEUZ12142788173273,Stacey Davis,Ferguson-Rodriguez Bank,Micronesia,High,0,False,2024-05-09 12:04:50.807784
BENE_00923,GB52MVXM79980294328395,Richard Cowan,Ortiz and Sons Bank,Netherlands,Low,0,False,2025-09-11 12:04:50.807784
BENE_00924,GB23JKOT48832505208385,Misty Petty,Peterson LLC Bank,Iceland,High,0,False,2025-05-27 12:04:50.809304
BENE_00925,GB52SAEQ40964239277832,Danielle Skinner,"Smith, Mitchell and Terrell Bank",French Polynesia,Low,0,False,2023-09-29 12:04:50.809304
BENE_00926,GB95GVAZ16680036516825,Frank Stone,Wong-Martinez Bank,Canada,Low,1,False,2024-09-04 12:04:50.809304
BENE_00927,GB80ZVSY73416138278718,Travis Norris,Tapia-York Bank,Tuvalu,Medium,0,False,2024-02-12 12:04:50.809304
BENE_00928,GB93WRVH96828698679206,Mark Shaw,"Meyers, Singh and Smith Bank",Thailand,Low,0,False,2026-02-20 12:04:50.810313
BENE_00929,GB47DVBC09672914286364,Robert Baxter,Davidson and Sons Bank,Colombia,Medium,1,False,2025-10-11 12:04:50.810313
BENE_00930,GB80ZMIO25022723084051,Sheila West,Barton Inc Bank,Western Sahara,Low,1,False,2024-09-04 12:04:50.810313
BENE_00931,GB11ZFVK93555446466457,Michelle Moore,Johnson Ltd Bank,Svalbard & Jan Mayen Islands,Low,1,False,2026-01-14 12:04:50.810313
BENE_00932,GB14XEBL77284777367828,Holly Marquez,"Terry, Williams and Johnson Bank",Suriname,Medium,0,False,2024-12-04 12:04:50.811313
BENE_00933,GB77KXTN21550399524183,Mrs. Laura Brown,"Green, Moore and Williams Bank",Paraguay,Low,0,False,2025-10-19 12:04:50.811313
BENE_00934,GB02QKWS90953841967165,Carl Hill,Smith Inc Bank,Bahrain,Low,0,False,2024-02-05 12:04:50.811313
BENE_00935,GB84FCKY53376727989169,Stephen Holmes,Smith-Smith Bank,Norway,Medium,0,False,2024-06-08 12:04:50.811313
BENE_00936,GB51GEHE43594295722940,Rebecca Wright,Alvarez-Shaw Bank,Panama,Low,0,False,2025-02-25 12:04:50.812312
BENE_00937,GB78NHGH36485803894085,Paula Boone,"Hall, Mahoney and Salazar Bank",Ireland,Low,1,False,2024-10-13 12:04:50.812312
BENE_00938,GB69BTDJ58734951476180,Michael Rogers,Wilson-Castillo Bank,Iran,High,0,False,2026-02-05 12:04:50.812312
BENE_00939,GB89XBYW22895141040486,Alexander Aguilar,Cain Inc Bank,North Macedonia,Medium,0,False,2024-07-28 12:04:50.813313
BENE_00940,GB76VDPM92672136386269,Richard Perry,"Miller, Benson and Kelly Bank",Lithuania,Low,0,False,2024-08-20 12:04:50.813313
BENE_00941,GB75OMMO40778111072632,Taylor Fernandez,"Wiggins, White and Scott Bank",Eritrea,Medium,0,False,2025-07-05 12:04:50.813313
BENE_00942,GB08LFSE25873520890374,Denise Schroeder MD,"Mcintyre, Hickman and Ferguson Bank",Congo,Low,1,False,2023-10-26 12:04:50.814313
BENE_00943,GB11IHBQ57664939179297,Hines LLC,"Baxter, Gonzalez and Bryant Bank",Jamaica,Critical,7,True,2023-10-16 12:04:50.814313
BENE_00944,GB34PUDS67262977750466,Scott Carlson,Harvey-Harvey Bank,Canada,High,0,False,2024-10-04 12:04:50.814824
BENE_00945,GB20KLAS35600330897290,Felicia Hammond,"Lawrence, Vasquez and Chandler Bank",Poland,Low,0,False,2024-09-03 12:04:50.814824
BENE_00946,GB67KYYB38831552328384,Misty Suarez,"Rojas, Lopez and Tyler Bank",Isle of Man,Medium,0,False,2023-11-26 12:04:50.815404
BENE_00947,GB97HMPE16673510412505,Dean Nelson,Douglas-Clark Bank,Cape Verde,High,0,False,2023-12-05 12:04:50.815404
BENE_00948,GB06UFVT98547234302140,Peter Leblanc,"Young, Boone and Silva Bank",Luxembourg,High,0,False,2025-05-20 12:04:50.815404
BENE_00949,GB81TAMT67113641955628,Paul Barnes,Miller-Hughes Bank,Bahamas,Low,1,False,2025-03-28 12:04:50.816413
BENE_00950,GB16NEOI78219475202910,Mark Jones,Galloway Inc Bank,Kyrgyz Republic,High,0,False,2024-03-23 12:04:50.816413
BENE_00951,GB02PQEO23882911346935,Traci Vargas,Alvarado PLC Bank,Iraq,Medium,0,False,2025-05-03 12:04:50.816413
BENE_00952,GB13NYJL36281226311549,Andrew Peck,Middleton-Brown Bank,Ghana,High,0,False,2024-07-17 12:04:50.816413
BENE_00953,GB69NIDV71341760832531,Jacqueline Bell,Perez Ltd Bank,Montenegro,High,0,False,2025-03-16 12:04:50.816413
BENE_00954,GB77CYXL21394089126251,Casey House,"Scott, Welch and Lewis Bank",Cook Islands,Low,0,False,2025-09-04 12:04:50.817413
BENE_00955,GB58CRZF70212584001092,Brian Davis,Barton-Lawrence Bank,Lesotho,High,1,False,2025-07-07 12:04:50.817413
BENE_00956,GB45KBAH82787426077548,Kenneth Pacheco,Ryan-Koch Bank,Panama,High,1,False,2024-10-30 12:04:50.817413
BENE_00957,GB43LWGQ58309182189722,Andrea King,"Carson, Young and Humphrey Bank",Puerto Rico,Medium,0,False,2025-08-22 12:04:50.818413
BENE_00958,GB39RSXY24071016639299,Chad Ray,Campbell-Cowan Bank,Samoa,Low,0,False,2023-10-07 12:04:50.818413
BENE_00959,GB48SQEM38553819117675,Aaron Moore,Howard Group Bank,Finland,High,1,False,2025-09-18 12:04:50.818413
BENE_00960,GB46IFLJ86477595102776,Grant Collins,"Hanson, Gardner and Harrison Bank",Jamaica,High,0,False,2024-11-03 12:04:50.819418
BENE_00961,GB80CKAT30480012666179,Benjamin Ortega,"Thompson, Harvey and Ramos Bank",Cameroon,High,0,False,2025-07-20 12:04:50.819929
BENE_00962,GB66YCXD49276648786469,Billy Herman,Lopez-Michael Bank,Christmas Island,Low,0,False,2024-06-15 12:04:50.819929
BENE_00963,GB92ZCBF29398473261568,James Medina,Buchanan Inc Bank,Vanuatu,Low,0,False,2025-06-02 12:04:50.819929
BENE_00964,GB22ORKJ66155715848933,Michael Velasquez,Matthews-Carroll Bank,Oman,Low,0,False,2025-10-28 12:04:50.819929
BENE_00965,GB69MJKM39285421270878,Lee Scott,"Sullivan, Chase and Macias Bank",Ethiopia,High,0,False,2024-06-02 12:04:50.820938
BENE_00966,GB21NEFJ18990887567463,Nathan Knox,"Wolfe, Newton and Blevins Bank",Martinique,Low,0,False,2026-02-24 12:04:50.820938
BENE_00967,GB10MMWJ23432096785982,Lindsey Williams,Fox-Ramsey Bank,Brazil,High,0,False,2024-10-27 12:04:50.820938
BENE_00968,GB89BHBD64543673161424,Austin Hoffman,Pennington Inc Bank,Slovakia (Slovak Republic),High,0,False,2025-05-15 12:04:50.820938
BENE_00969,GB65IFGH80546836748465,Brian Jimenez,Herrera and Sons Bank,China,High,1,False,2024-03-24 12:04:50.821940
BENE_00970,GB66MJGQ26447777603564,Heather Mills,Marquez Group Bank,Sierra Leone,Low,0,False,2025-02-24 12:04:50.821940
BENE_00971,GB11NWHR60458597607353,Robin Ellis,"Spears, Reese and Howard Bank",Burundi,Low,0,False,2025-07-22 12:04:50.821940
BENE_00972,GB94EKNR73499377973209,Miss Alicia Valentine,"Miller, Chavez and Scott Bank",Peru,Low,0,False,2024-07-04 12:04:50.822940
BENE_00973,GB70QVJO91621897281962,Sandra Campbell,"Watson, Casey and Powell Bank",Austria,Medium,0,False,2025-11-23 12:04:50.822940
BENE_00974,GB12QTIK03042433881508,Jennifer Hill,Ashley and Sons Bank,Bolivia,Low,1,False,2025-07-01 12:04:50.822940
BENE_00975,GB86KBZZ11140533689150,Jose Becker Jr.,Castaneda-Nelson Bank,Antarctica (the territory South of 60 deg S),Low,1,False,2025-08-29 12:04:50.822940
BENE_00976,GB41RFPA38765202147076,Brandon Berger,"Juarez, Armstrong and Wilson Bank",United States of America,High,0,False,2025-12-28 12:04:50.822940
BENE_00977,GB89BGYL53208889137932,Shawn Franco,Newton-Lowe Bank,Dominican Republic,Medium,1,False,2024-07-28 12:04:50.822940
BENE_00978,GB38BDVK83620463806202,Joshua Hutchinson,Ward-Miller Bank,Angola,Low,0,False,2024-05-25 12:04:50.824448
BENE_00979,GB80OUHI16567002889360,Robert Ramirez,Sims Group Bank,Sweden,Medium,0,False,2024-06-18 12:04:50.824448
BENE_00980,GB03VRGD84352761176234,Dr. Brandy Lopez,Ferguson Group Bank,Somalia,Low,0,False,2024-06-18 12:04:50.824448
BENE_00981,GB37JKFD97214357243349,Justin Barnes,Rodriguez Inc Bank,Slovenia,Medium,1,False,2023-12-06 12:04:50.824448
BENE_00982,GB89BQNU99234273481077,Heather Ward DDS,Rogers Ltd Bank,Saint Martin,Low,0,False,2023-11-02 12:04:50.825457
BENE_00983,GB02ETEY44505194900025,Randall Miles,Perry LLC Bank,Venezuela,Medium,1,False,2024-04-04 12:04:50.825457
BENE_00984,GB13HFRV55456979244681,Mr. Michael Whitaker,Gill and Sons Bank,Saint Vincent and the Grenadines,High,1,False,2023-12-10 12:04:50.825457
BENE_00985,GB91HKPA29036952205767,Dana Brown DVM,Swanson Ltd Bank,Nicaragua,Medium,0,False,2023-10-04 12:04:50.825457
BENE_00986,GB90ASOL79019182134012,Erik Livingston,Buck Group Bank,Poland,Low,0,False,2024-12-19 12:04:50.825457
BENE_00987,GB37RPEK37822596358730,James Clark IV,Olsen Inc Bank,Mongolia,Low,0,False,2024-11-14 12:04:50.826457
BENE_00988,GB69EBXK72630328231117,Michael Larson,Larson-Boyer Bank,Cape Verde,Low,1,False,2025-04-07 12:04:50.826457
BENE_00989,GB58HFVH31725564481782,Colton Martinez,Johnson Ltd Bank,Iran,Critical,6,True,2024-08-06 12:04:50.826457
BENE_00990,GB31CKXF71159387578107,Novak and Sons,Taylor PLC Bank,Bermuda,Critical,5,True,2025-05-02 12:04:50.826457
BENE_00991,GB56TKTA74926351574856,Christopher Vincent,Powell Group Bank,Cote d'Ivoire,High,0,False,2023-10-02 12:04:50.826457
BENE_00992,GB53DTBW52174876152093,Jill Schmidt,Manning Inc Bank,Italy,Medium,0,False,2025-10-07 12:04:50.826457
BENE_00993,GB14KWUY39350291766280,Mr. Christopher Floyd,Fitzgerald-Roach Bank,Puerto Rico,High,0,False,2023-10-25 12:04:50.827457
BENE_00994,GB63KUDL09095762321094,Aaron Washington,"Jimenez, Ingram and Jackson Bank",British Indian Ocean Territory (Chagos Archipelago),Medium,0,False,2025-06-12 12:04:50.827457
BENE_00995,GB42GAXQ40967218106970,Cassie Gomez,"Mayer, Johnson and Rush Bank",Kuwait,Low,0,False,2025-09-06 12:04:50.827457
BENE_00996,GB88GXJO73529015629938,Maria Mason,Smith Inc Bank,Singapore,Low,1,False,2024-06-09 12:04:50.828458
BENE_00997,GB83OSQS12300305608484,Andre Spence,"Ramirez, Bass and Cortez Bank",Bhutan,Low,0,False,2024-02-12 12:04:50.828458
BENE_00998,GB78NFAU67353098094426,Mrs. Kaitlyn Page,Garner and Sons Bank,American Samoa,Medium,0,False,2024-07-29 12:04:50.828458
BENE_00999,GB24SQUJ77838018884831,Antonio Parrish,"Schneider, Rice and Long Bank",Aruba,Low,0,False,2025-07-12 12:04:50.828458
BENE_01000,GB51RHVZ74994927553427,Steven Anderson PhD,"Moore, Chang and Morgan Bank",Tuvalu,High,0,False,2025-05-26 12:04:50.829458
BENE_01001,GB75ECRE90576816190173,Lisa Pineda,Schmidt-Scott Bank,China,Low,0,False,2023-12-16 12:04:50.829458
BENE_01002,GB62FDPR10517942205670,Madison Thornton,White-Reilly Bank,Moldova,Medium,0,False,2024-09-26 12:04:50.829458
BENE_01003,GB89SXBY28030880044229,Valerie Perez,Salazar and Sons Bank,Bulgaria,Low,0,False,2024-11-23 12:04:50.830458
BENE_01004,GB22GIYC18982734157006,Sally Riddle,"Fowler, Rodriguez and Garza Bank",Ghana,Low,0,False,2025-06-26 12:04:50.830458
BENE_01005,GB07QLQA26032447052194,Kimberly Fritz,Butler-Gardner Bank,Jamaica,Critical,4,True,2025-03-22 12:04:50.830458
BENE_01006,GB25DCPL74990360426324,William Gordon,Grimes Ltd Bank,Brunei Darussalam,Low,0,False,2025-09-01 12:04:50.830458
BENE_01007,GB20MWZO81159819191553,Tommy Watkins II,Young-Burke Bank,New Caledonia,High,0,False,2025-11-22 12:04:50.831458
BENE_01008,GB51SNFR04717034390378,Emily Guerrero,Mayer-Sanchez Bank,French Southern Territories,Low,0,False,2024-01-19 12:04:50.831458
BENE_01009,GB45FXEU91891359437464,Jonathan Guerrero,"Nicholson, Choi and Gutierrez Bank",Seychelles,Medium,0,False,2024-05-26 12:04:50.831458
BENE_01010,GB78VBLO93599051171381,Michelle Nelson,Collins-Scott Bank,Marshall Islands,Medium,0,False,2024-03-04 12:04:50.831458
BENE_01011,GB45HQQN59795303337147,Carol Callahan,"Conner, Bush and Villanueva Bank",Malawi,Low,0,False,2025-07-01 12:04:50.831458
BENE_01012,GB66QTCM97461448536792,Sherry Hernandez,"Perkins, Booker and Hicks Bank",Cook Islands,Low,0,False,2025-12-21 12:04:50.832965
BENE_01013,GB64JPBT35454188633395,Lauren Jones,"Choi, Ortega and Sparks Bank",Barbados,Low,0,False,2023-11-15 12:04:50.832965
BENE_01014,GB20JZPV70760881616881,Christopher Keith,Moreno-Vincent Bank,Bahrain,Low,0,False,2024-10-22 12:04:50.832965
BENE_01015,GB31PYHA52239352072623,Michael Roberts,Lozano-Wilson Bank,Djibouti,Medium,0,False,2025-04-07 12:04:50.832965
BENE_01016,GB06SLGS25116388805858,Matthew Townsend,Brown-Calhoun Bank,Morocco,High,0,False,2023-12-03 12:04:50.832965
BENE_01017,GB85OQZW72338417354451,Daniel Dennis,White-Williams Bank,Cambodia,Medium,0,False,2025-05-30 12:04:50.834487
BENE_01018,GB07DSJK67827598606893,Thomas Watson,Sampson Ltd Bank,Hong Kong,Medium,0,False,2025-01-27 12:04:50.834487
BENE_01019,GB40XHPI02804824200156,Corey Wells DVM,Richardson-Perez Bank,Canada,Low,0,False,2025-02-18 12:04:50.834487
BENE_01020,GB61VVCS59545470816062,Trevor Davis,"Wells, Mills and Brooks Bank",Christmas Island,Low,0,False,2025-04-11 12:04:50.835502
BENE_01021,GB66GWJV31220073937815,Nicholas Serrano,Goodwin Group Bank,Kiribati,Low,1,False,2024-01-06 12:04:50.835502
BENE_01022,GB32LOCQ44092656443307,Jennifer House,"Moore, Greene and Sellers Bank",Serbia,Low,0,False,2023-11-14 12:04:50.835502
BENE_01023,GB24IMBL21021784790088,Alejandro Curtis,"Chan, Cantu and Frank Bank",Morocco,Medium,0,False,2025-03-13 12:04:50.836498
BENE_01024,GB85TWQY17781496661696,Katherine Alexander,Weaver LLC Bank,Sao Tome and Principe,Low,0,False,2024-06-18 12:04:50.836498
BENE_01025,GB09JGLV33136638108743,Sarah Turner,Montgomery-Fowler Bank,Sri Lanka,Low,1,False,2025-11-13 12:04:50.836498
BENE_01026,GB36CLVE17600926983005,Marissa Morgan,Campbell-Martinez Bank,Mauritius,High,0,False,2025-03-04 12:04:50.836498
BENE_01027,GB63TCYS14967647655383,Michael Weeks,Moore and Sons Bank,Tokelau,Low,1,False,2024-12-18 12:04:50.837497
BENE_01028,GB33QIVU69523136281415,Heather Baker,"Rasmussen, Young and Sullivan Bank",Sudan,Low,0,False,2025-05-25 12:04:50.837497
BENE_01029,GB12ATQT91761159862583,Tina Hawkins,Koch Ltd Bank,Tokelau,Low,1,False,2025-11-02 12:04:50.837497
BENE_01030,GB97GWZL04915463618902,Gregory Sandoval,Barton-White Bank,Comoros,Low,0,False,2024-04-17 12:04:50.837497
BENE_01031,GB22NGFV97198085042358,Dr. Benjamin Colon,"Barnes, Chen and Perry Bank",Mexico,Medium,1,False,2025-07-05 12:04:50.838497
BENE_01032,GB84UNWG65909300281906,Sheila Vega,Lee PLC Bank,Armenia,Low,0,False,2024-11-21 12:04:50.838497
BENE_01033,GB61HRNT61749406558324,Michelle Medina,Bailey-Padilla Bank,Swaziland,Low,0,False,2026-01-22 12:04:50.839497
BENE_01034,GB32OXEA90374014436235,Lisa Allen,Ochoa-Davis Bank,Mauritius,Low,0,False,2024-06-22 12:04:50.839497
BENE_01035,GB02UVMR46913804753846,Jaime Larsen,Wagner-Ross Bank,Micronesia,High,0,False,2024-04-21 12:04:50.839497
BENE_01036,GB72JZXY66435500972835,Melissa Campbell,"Terrell, Castaneda and Parker Bank",Saint Vincent and the Grenadines,High,1,False,2023-09-19 12:04:50.840529
BENE_01037,GB57DOGH82249443525215,Heather Gonzalez,"Patel, Rogers and Smith Bank",Jersey,Low,0,False,2024-03-26 12:04:50.840529
BENE_01038,GB27ULSC29747434853158,Angela Wang,Medina PLC Bank,Kuwait,Low,0,False,2024-02-01 12:04:50.840529
BENE_01039,GB82KITH76902518991069,Kimberly Davis,Mckinney-Black Bank,Philippines,Low,0,False,2026-01-19 12:04:50.840529
BENE_01040,GB57EFLZ87768586014915,Walter Kane,"Cohen, Escobar and Brewer Bank",Paraguay,Medium,1,False,2024-02-14 12:04:50.841527
BENE_01041,GB06XDFC16107352319769,Kurt Hurley,Roberts-Randolph Bank,Lithuania,Low,0,False,2024-06-29 12:04:50.841527
BENE_01042,GB43ORPV55515510676069,Laura Jones,Taylor PLC Bank,Solomon Islands,Low,0,False,2026-01-25 12:04:50.841527
BENE_01043,GB97NAPP64677740724488,John Harrison,Hanna Group Bank,Trinidad and Tobago,High,0,False,2025-02-03 12:04:50.841527
BENE_01044,GB91ZODR39910433031761,John Walton,"Johnson, Jackson and Clark Bank",Malawi,Low,1,False,2024-10-01 12:04:50.842529
